LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.355, Time: 3.350817 s
         932968 function calls (918580 primitive calls) in 5.861 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      278    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.001    0.001 offsetbox.py:908(AnchoredOffsetbox)
        1    0.000    0.000    0.001    0.001 _string_helpers.py:1(<module>)
       10    0.000    0.000    0.001    0.000 deprecation.py:242(__set_name__)
       31    0.000    0.000    0.001    0.000 posixpath.py:228(expanduser)
       28    0.000    0.000    0.001    0.000 rcsetup.py:64(<dictcomp>)
        1    0.000    0.000    0.001    0.001 axis.py:604(Axis)
       23    0.000    0.000    0.001    0.000 core.py:4948(__init__)
      343    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:342(__init__)
        1    0.000    0.000    0.001    0.001 _string_helpers.py:9(<listcomp>)
        6    0.000    0.000    0.001    0.000 dataclasses.py:375(_create_fn)
       43    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.001    0.001 collections.py:1483(EventCollection)
       36    0.000    0.000    0.001    0.000 core.py:4148(<genexpr>)
        1    0.000    0.000    0.001    0.001 image.py:1420(BboxImage)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
       32    0.000    0.000    0.001    0.000 _collections_abc.py:824(update)
      153    0.000    0.000    0.001    0.000 linalg.py:117(isComplexType)
        5    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.001    0.001 __init__.py:5(<module>)
      126    0.000    0.000    0.001    0.000 colors.py:958(__init__)
        2    0.000    0.000    0.001    0.000 typing.py:1591(_make_nmtuple)
      117    0.000    0.000    0.001    0.000 sre_parse.py:432(_uniq)
       49    0.000    0.000    0.001    0.000 typing.py:839(<genexpr>)
       52    0.000    0.000    0.001    0.000 core.py:3819(<genexpr>)
        1    0.000    0.000    0.001    0.001 patches.py:884(RegularPolygon)
      170    0.000    0.000    0.001    0.000 textwrap.py:474(predicate)
        1    0.000    0.000    0.001    0.001 axis3d.py:53(Axis)
      103    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
       76    0.000    0.000    0.001    0.000 signal.py:10(<lambda>)
        7    0.000    0.000    0.001    0.000 __init__.py:907(__set_name__)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
        8    0.000    0.000    0.001    0.000 core.py:5716(<genexpr>)
      448    0.001    0.000    0.001    0.000 colors.py:338(<genexpr>)
        1    0.000    0.000    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      453    0.001    0.000    0.001    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.001    0.001 _parser.py:58(_timelex)
      104    0.000    0.000    0.001    0.000 codecs.py:319(decode)
       50    0.000    0.000    0.001    0.000 _internal.py:869(_ufunc_doc_signature_formatter)
      159    0.000    0.000    0.001    0.000 typing.py:711(__eq__)
        1    0.000    0.000    0.001    0.001 patches.py:3783(FancyBboxPatch)
        1    0.000    0.000    0.001    0.001 widgets.py:2038(MultiCursor)
        6    0.000    0.000    0.001    0.000 core.py:5711(<lambda>)
        1    0.000    0.000    0.001    0.001 patches.py:1512(Ellipse)
       71    0.000    0.000    0.001    0.000 sre_parse.py:295(_class_escape)
        1    0.000    0.000    0.001    0.001 shlex.py:1(<module>)
        1    0.000    0.000    0.001    0.001 relativedelta.py:2(<module>)
       20    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
      156    0.000    0.000    0.001    0.000 core.py:1924(__hash__)
        1    0.000    0.000    0.001    0.001 unicode.py:85(identchars)
      441    0.001    0.000    0.001    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.001    0.001 unicode.py:99(identbodychars)
      314    0.000    0.000    0.001    0.000 __init__.py:769(__iter__)
       32    0.000    0.000    0.001    0.000 <frozen zipimport>:63(__init__)
        3    0.000    0.000    0.001    0.000 tokenize.py:83(_all_string_prefixes)
      425    0.001    0.000    0.001    0.000 typing.py:669(<genexpr>)
        1    0.000    0.000    0.001    0.001 __init__.py:576(matplotlib_fname)
       34    0.000    0.000    0.001    0.000 numeric.py:150(ones)
      139    0.000    0.000    0.001    0.000 core.py:757(preParse)
       40    0.000    0.000    0.001    0.000 colors.py:1140(__init__)
      342    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       63    0.000    0.000    0.001    0.000 inspect.py:1850(_signature_is_functionlike)
        1    0.000    0.000    0.001    0.001 patches.py:1168(Wedge)
        1    0.000    0.000    0.001    0.001 widgets.py:3846(PolygonSelector)
      400    0.001    0.000    0.001    0.000 sre_compile.py:453(_get_iscased)
       14    0.000    0.000    0.001    0.000 hashlib.py:123(__get_openssl_constructor)
      349    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:143(__init__)
      314    0.001    0.000    0.001    0.000 {method 'replace' of 'code' objects}
        6    0.000    0.000    0.000    0.000 enum.py:932(__or__)
        4    0.000    0.000    0.000    0.000 inspect.py:2889(__hash__)
        8    0.000    0.000    0.000    0.000 pathlib.py:933(__truediv__)
       17    0.000    0.000    0.000    0.000 enum.py:579(_find_new_)
       51    0.000    0.000    0.000    0.000 _methods.py:61(_all)
        1    0.000    0.000    0.000    0.000 collections.py:1147(PolyCollection)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        2    0.000    0.000    0.000    0.000 dataclasses.py:487(_init_fn)
        1    0.000    0.000    0.000    0.000 rrule.py:2(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        4    0.000    0.000    0.000    0.000 __init__.py:597(gen_candidates)
        8    0.000    0.000    0.000    0.000 pathlib.py:712(_make_child)
        1    0.000    0.000    0.000    0.000 results.py:2(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
        1    0.000    0.000    0.000    0.000 image.py:1357(FigureImage)
       20    0.000    0.000    0.000    0.000 colors.py:1180(reversed)
       58    0.000    0.000    0.000    0.000 results.py:191(__getitem__)
       17    0.000    0.000    0.000    0.000 rcsetup.py:273(validate_color_or_auto)
        2    0.000    0.000    0.000    0.000 dataclasses.py:861(<listcomp>)
      314    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
       51    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(empty_like)
       51    0.000    0.000    0.000    0.000 colors.py:384(<genexpr>)
       37    0.000    0.000    0.000    0.000 typing.py:685(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:1486(CirclePolygon)
        1    0.000    0.000    0.000    0.000 image.py:1204(PcolorImage)
       20    0.000    0.000    0.000    0.000 results.py:431(__iadd__)
      206    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       17    0.000    0.000    0.000    0.000 subprocess.py:1634(<genexpr>)
       20    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
       12    0.000    0.000    0.000    0.000 dataclasses.py:669(_get_field)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
       19    0.000    0.000    0.000    0.000 __init__.py:134(check_shape)
      320    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
        1    0.000    0.000    0.000    0.000 patches.py:1070(Polygon)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1564(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1686(EllipseCollection)
      102    0.000    0.000    0.000    0.000 linalg.py:130(_realType)
        3    0.000    0.000    0.000    0.000 pathlib.py:1098(home)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1101(AnchoredText)
      327    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
       39    0.000    0.000    0.000    0.000 enum.py:543(_find_data_type)
      278    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1004(__init__)
       39    0.000    0.000    0.000    0.000 core.py:2981(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 polar.py:803(PolarAxes)
      288    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       21    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       39    0.000    0.000    0.000    0.000 pathlib.py:728(__fspath__)
        3    0.000    0.000    0.000    0.000 enum.py:889(_missing_)
        1    0.000    0.000    0.000    0.000 __init__.py:540(get_configdir)
        1    0.000    0.000    0.000    0.000 widgets.py:3081(ToolHandles)
        1    0.000    0.000    0.000    0.000 collections.py:1274(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2965(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
       51    0.000    0.000    0.000    0.000 shape_base.py:218(_vhstack_dispatcher)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:559(get_cachedir)
        3    0.000    0.000    0.000    0.000 enum.py:899(_create_pseudo_member_)
      169    0.000    0.000    0.000    0.000 rcsetup.py:59(func)
        1    0.000    0.000    0.000    0.000 ast.py:1(<module>)
       33    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
       51    0.000    0.000    0.000    0.000 linalg.py:112(_makearray)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
      206    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       51    0.000    0.000    0.000    0.000 pathlib.py:718(__str__)
        1    0.000    0.000    0.000    0.000 widgets.py:3770(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:1945(Cursor)
      246    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
       63    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
       57    0.000    0.000    0.000    0.000 re.py:270(escape)
       28    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:2970(ToolLineHandles)
        4    0.000    0.000    0.000    0.000 colors.py:1644(_make_norm_from_scale)
      253    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      278    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(get_filename)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
       14    0.000    0.000    0.000    0.000 abc.py:89(register)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       28    0.000    0.000    0.000    0.000 pathlib.py:839(stem)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:528(PaddedBox)
       97    0.000    0.000    0.000    0.000 core.py:5713(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
       27    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
      278    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:839(create_module)
        3    0.000    0.000    0.000    0.000 enum.py:978(_decompose)
       51    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
        8    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
        1    0.000    0.000    0.000    0.000 core.py:4757(_MultipleMatch)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
       28    0.000    0.000    0.000    0.000 rcsetup.py:449(_validate_linestyle)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
       95    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 patches.py:3062(ArrowStyle)
        1    0.000    0.000    0.000    0.000 offsetbox.py:709(TextArea)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      256    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1465(<genexpr>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:3727(_setResultsName)
       25    0.000    0.000    0.000    0.000 results.py:200(__setitem__)
        1    0.000    0.000    0.000    0.000 collections.py:1768(PatchCollection)
        1    0.000    0.000    0.000    0.000 widgets.py:4205(Lasso)
       82    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 __init__.py:560(_get_data_path)
        1    0.000    0.000    0.000    0.000 ticker.py:812(LogFormatter)
      226    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      168    0.000    0.000    0.000    0.000 _collections_abc.py:719(__iter__)
      166    0.000    0.000    0.000    0.000 colors.py:659(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
      213    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
       18    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
        4    0.000    0.000    0.000    0.000 colors.py:1662(Norm)
      101    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:134(Diagnostics)
       47    0.000    0.000    0.000    0.000 rcsetup.py:357(validate_fontsize)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ndim)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
      222    0.000    0.000    0.000    0.000 multiarray.py:152(concatenate)
       28    0.000    0.000    0.000    0.000 pathlib.py:1059(_make_child_relpath)
      225    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 core.py:6515(__new__)
        4    0.000    0.000    0.000    0.000 ast.py:51(literal_eval)
        1    0.000    0.000    0.000    0.000 contour.py:77(ContourLabeler)
        1    0.000    0.000    0.000    0.000 core.py:3596(ParseExpression)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
       21    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
       37    0.000    0.000    0.000    0.000 pathlib.py:691(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 dataclasses.py:537(_repr_fn)
       38    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        8    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
        8    0.000    0.000    0.000    0.000 core.py:4758(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
       33    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
      151    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       63    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 patches.py:2634(ConnectionStyle)
       20    0.000    0.000    0.000    0.000 core.py:959(reset_cache)
      104    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 patches.py:1665(Annulus)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:997(<listcomp>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:431(HandlerRegularPolyCollection)
       29    0.000    0.000    0.000    0.000 __init__.py:1337(_to_unmasked_float_array)
       11    0.000    0.000    0.000    0.000 rcsetup.py:336(_validate_cmap)
        1    0.000    0.000    0.000    0.000 patches.py:962(StepPatch)
       17    0.000    0.000    0.000    0.000 inspect.py:2598(__hash__)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:72(SafeUUID)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6753(refer_to_array_attribute)
        3    0.000    0.000    0.000    0.000 __init__.py:197(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
      131    0.000    0.000    0.000    0.000 core.py:1711(set_whitespace_chars)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
        1    0.000    0.000    0.000    0.000 inspect.py:2428(_ParameterKind)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
      178    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 axis.py:36(Tick)
       17    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
        6    0.000    0.000    0.000    0.000 core.py:4879(__init__)
      106    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 backend_bases.py:151(RendererBase)
        6    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
      101    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       13    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
        1    0.000    0.000    0.000    0.000 subprocess.py:1101(_close_pipe_fds)
       63    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
        4    0.000    0.000    0.000    0.000 inspect.py:2880(_hash_basis)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2267(BoxStyle)
       12    0.000    0.000    0.000    0.000 __init__.py:273(get_aliased_and_aliases)
       13    0.000    0.000    0.000    0.000 typing.py:586(__init__)
      132    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 legend_handler.py:505(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 _color_data.py:2(<module>)
      117    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 legend_handler.py:516(HandlerCircleCollection)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       61    0.000    0.000    0.000    0.000 inspect.py:2246(<lambda>)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        2    0.000    0.000    0.000    0.000 typing.py:1593(<listcomp>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 unicode.py:118(pyparsing_unicode)
       43    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
      165    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 core.py:276(reload_library)
        1    0.000    0.000    0.000    0.000 ticker.py:2251(LogLocator)
       42    0.000    0.000    0.000    0.000 pathlib.py:701(_format_parsed_parts)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
      138    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:483(_get_xdg_config_dir)
       10    0.000    0.000    0.000    0.000 core.py:4430(_generateDefaultName)
      161    0.000    0.000    0.000    0.000 util.py:196(escape_re_range_char)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
       11    0.000    0.000    0.000    0.000 __init__.py:65(check_isinstance)
        1    0.000    0.000    0.000    0.000 core.py:2890(Regex)
       49    0.000    0.000    0.000    0.000 core.py:2333(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:446(Quiver)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
      154    0.000    0.000    0.000    0.000 core.py:1700(leave_whitespace)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 widgets.py:994(CheckButtons)
        1    0.000    0.000    0.000    0.000 core.py:4344(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 geo.py:248(AitoffAxes)
        1    0.000    0.000    0.000    0.000 patches.py:613(Shadow)
       27    0.000    0.000    0.000    0.000 os.py:748(encode)
       44    0.000    0.000    0.000    0.000 core.py:1844(set_name)
      150    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       31    0.000    0.000    0.000    0.000 core.py:4100(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:496(__init__)
       14    0.000    0.000    0.000    0.000 deprecation.py:350(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:227(update_user_library)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
      134    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
       12    0.000    0.000    0.000    0.000 core.py:287(wrapper)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
      135    0.000    0.000    0.000    0.000 core.py:3803(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:59(Traversable)
       32    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 results.py:27(ParseResults)
        4    0.000    0.000    0.000    0.000 functools.py:837(register)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        2    0.000    0.000    0.000    0.000 dataclasses.py:573(_cmp_fn)
       15    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
        1    0.000    0.000    0.000    0.000 geo.py:409(LambertAxes)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:493(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        1    0.000    0.000    0.000    0.000 geo.py:339(MollweideAxes)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:294(HammerAxes)
        1    0.000    0.000    0.000    0.000 mathtext.py:151(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1370(MouseButton)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
     16/4    0.000    0.000    0.000    0.000 ast.py:76(_convert)
        1    0.000    0.000    0.000    0.000 transforms.py:1884(Affine2D)
       83    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
      138    0.000    0.000    0.000    0.000 core.py:772(postParse)
        1    0.000    0.000    0.000    0.000 util.py:12(__config_flags)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:867(Barbs)
       97    0.000    0.000    0.000    0.000 exceptions.py:24(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:77(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1723(_MathStyle)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       33    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2952(_Mode)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:1613(__invert__)
       32    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:570(get_data_path)
      101    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
        1    0.000    0.000    0.000    0.000 backend_bases.py:757(GraphicsContextBase)
       32    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        6    0.000    0.000    0.000    0.000 pathlib.py:1417(is_dir)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        2    0.000    0.000    0.000    0.000 core.py:528(set_results_name)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
      109    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
       33    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:4739(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       17    0.000    0.000    0.000    0.000 os.py:800(fsencode)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:2181(timezone)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
       16    0.000    0.000    0.000    0.000 core.py:2820(parseImpl)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
       12    0.000    0.000    0.000    0.000 core.py:5667(<lambda>)
        2    0.000    0.000    0.000    0.000 core.py:2966(__array_finalize__)
      104    0.000    0.000    0.000    0.000 _docstring.py:88(do_copy)
       18    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
        6    0.000    0.000    0.000    0.000 rcsetup.py:266(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 axis.py:2277(XAxis)
        1    0.000    0.000    0.000    0.000 table.py:238(Table)
        1    0.000    0.000    0.000    0.000 _color_data.py:989(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _globals.py:93(_CopyMode)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
       30    0.000    0.000    0.000    0.000 pathlib.py:293(splitroot)
       47    0.000    0.000    0.000    0.000 core.py:2345(parseImpl)
       32    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:2950(_prod_dispatcher)
       93    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 version.py:60(_BaseVersion)
       34    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        1    0.000    0.000    0.000    0.000 testing.py:3(<module>)
       90    0.000    0.000    0.000    0.000 __init__.py:185(keys)
