#=====================================================
# File created:        Wed-08-Nov-2023-at-10-10-29AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.737793
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9837.1897  0.2571 
   00001    0.0000  -13675.2901  0.2672 
   00002    0.0000  -16487.6081  0.2721 
   00003    0.0000  -18609.0163  0.2747 
   00004    0.0000  -20310.5904  0.2797 
   00005    0.0000  -21682.7696  0.2819 
   00006    0.0000  -22656.5592  0.2871 
   00007    0.0000  -23785.8743  0.2907 
   00008    0.0000  -24568.7440  0.2950 
   00009    0.0000  -25273.3637  0.2996 
   00010    0.0000  -25984.7673  0.3038 
   00011    0.0000  -26505.3879  0.3010 
   00012    0.0000  -26867.5313  0.3055 
   00013    0.0000  -27142.5685  0.3080 
   00014    0.0000  -27458.7499  0.3087 
   00015    0.0000  -27830.2599  0.3114 
   00016    0.0000  -28078.8634  0.3148 
   00017    0.0000  -28353.3863  0.3159 
   00018    0.0000  -28677.4831  0.3196 
   00019    0.0000  -28867.0566  0.3180 
   00020    0.0000  -29174.6142  0.3189 
   00021    0.0000  -29287.2273  0.3222 
   00022    0.0000  -29559.9668  0.3243 
   00023    0.0000  -29739.1468  0.3249 
   00024    0.0000  -29858.0757  0.3267 
   00025    0.0000  -30042.1479  0.3262 
   00026    0.0000  -30108.1836  0.3265 
   00027    0.0000  -30322.2585  0.3300 
   00028    0.0000  -30500.4070  0.3303 
   00029    0.0000  -30655.5127  0.3327 
   00030    0.0000  -30749.5844  0.3351 
   00031    0.0000  -30773.1274  0.3337 
   00032    0.0000  -30867.7973  0.3316 
   00033    0.0000  -31024.6497  0.3322 
   00034    0.0000  -31069.3101  0.3332 
   00035    0.0000  -31170.3920  0.3317 
   00036    0.0000  -31278.2010  0.3331 
   00037    0.0000  -31336.2487  0.3331 
   00038    0.0000  -31336.3617  0.3332 
   00039    0.0000  -31401.7537  0.3340 
   00040    0.0000  -31486.7009  0.3360 
   00041    0.0000  -31508.1276  0.3365 
   00042    0.0000  -31548.9297  0.3387 
   00043    0.0000  -31656.2709  0.3417 
   00044    0.0000  -31706.6799  0.3431 
   00045    0.0000  -31700.6148  0.3418 
   00046    0.0000  -31753.2681  0.3437 
   00047    0.0000  -31849.7666  0.3418 
   00048    0.0000  -31808.4076  0.3410 
   00049    0.0000  -31909.9070  0.3402 
   00050    0.0000  -31966.9533  0.3386 
