#=====================================================
# File created:        Wed-08-Nov-2023-at-10-12-13AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.701483
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9930.7091  0.2547 
   00001    0.0000  -13816.3150  0.2561 
   00002    0.0000  -16805.6277  0.2512 
   00003    0.0000  -19024.9379  0.2629 
   00004    0.0000  -20754.6881  0.2665 
   00005    0.0000  -22039.7633  0.2655 
   00006    0.0000  -23250.3323  0.2710 
   00007    0.0000  -24093.9956  0.2743 
   00008    0.0000  -24877.6097  0.2800 
   00009    0.0000  -25473.7412  0.2818 
   00010    0.0000  -26145.5546  0.2843 
   00011    0.0000  -26681.3754  0.2851 
   00012    0.0000  -26943.2748  0.2869 
   00013    0.0000  -27398.5838  0.2826 
   00014    0.0000  -27764.0147  0.2872 
   00015    0.0000  -28121.6073  0.2905 
   00016    0.0000  -28411.4237  0.2919 
   00017    0.0000  -28738.9535  0.2940 
   00018    0.0000  -28964.1110  0.2967 
   00019    0.0000  -29115.7828  0.2973 
   00020    0.0000  -29316.9823  0.2997 
   00021    0.0000  -29502.5191  0.3036 
   00022    0.0000  -29691.4100  0.3052 
   00023    0.0000  -29913.7813  0.3085 
   00024    0.0000  -29994.6560  0.3059 
   00025    0.0000  -30181.1512  0.3092 
   00026    0.0000  -30360.0778  0.3074 
   00027    0.0000  -30580.9335  0.3105 
   00028    0.0000  -30658.5895  0.3078 
   00029    0.0000  -30731.2824  0.3091 
   00030    0.0000  -30769.9900  0.3078 
   00031    0.0000  -30840.0272  0.3061 
   00032    0.0000  -30964.2629  0.3064 
   00033    0.0000  -31016.7636  0.3066 
   00034    0.0000  -31103.5414  0.3081 
   00035    0.0000  -31204.0842  0.3095 
   00036    0.0000  -31383.4747  0.3135 
   00037    0.0000  -31386.7526  0.3143 
   00038    0.0000  -31460.4905  0.3177 
   00039    0.0000  -31564.2360  0.3160 
   00040    0.0000  -31506.0022  0.3124 
   00041    0.0000  -31610.3162  0.3142 
   00042    0.0000  -31605.6654  0.3166 
   00043    0.0000  -31705.7164  0.3193 
   00044    0.0000  -31623.1327  0.3214 
   00045    0.0000  -31669.6834  0.3221 
   00046    0.0000  -31657.9688  0.3189 
   00047    0.0000  -31813.7496  0.3203 
   00048    0.0000  -31823.5119  0.3235 
   00049    0.0000  -31866.0090  0.3227 
   00050    0.0000  -31895.1285  0.3201 
