#=====================================================
# File created:        Wed-25-Oct-2023-at-12-45-33PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        21.373759
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2521.3224  0.2549 
   00001    0.6908   -3718.7490  0.2632 
   00002    0.6456   -4506.6632  0.2799 
   00003    0.5824   -5087.0945  0.2854 
   00004    0.5580   -5543.3066  0.2894 
   00005    0.5324   -5918.5743  0.2907 
   00006    0.4912   -6199.1300  0.2930 
   00007    0.5040   -6494.1863  0.2974 
   00008    0.4800   -6670.2281  0.3069 
   00009    0.4956   -6794.5453  0.3133 
   00010    0.4500   -6980.6504  0.3207 
   00011    0.4688   -7092.9161  0.3310 
   00012    0.4776   -7196.9736  0.3367 
   00013    0.4540   -7312.8001  0.3399 
   00014    0.4508   -7411.0389  0.3346 
   00015    0.4484   -7517.6435  0.3427 
   00016    0.4464   -7555.8708  0.3455 
   00017    0.4524   -7622.1702  0.3415 
   00018    0.4448   -7689.5758  0.3407 
   00019    0.4480   -7706.0601  0.3393 
   00020    0.4308   -7818.9308  0.3350 
   00021    0.4432   -7848.0240  0.3299 
   00022    0.4312   -7910.4130  0.3366 
   00023    0.4352   -7901.7744  0.3350 
   00024    0.4344   -7879.9261  0.3326 
   00025    0.4364   -7902.9520  0.3354 
   00026    0.4448   -7956.2186  0.3313 
   00027    0.4108   -8014.1142  0.3282 
   00028    0.4268   -8030.1125  0.3237 
   00029    0.3972   -8006.0417  0.3317 
   00030    0.4296   -8026.8948  0.3295 
   00031    0.4420   -8021.5736  0.3308 
   00032    0.4484   -8022.9994  0.3359 
   00033    0.4232   -8103.3471  0.3334 
   00034    0.4252   -8132.9500  0.3327 
   00035    0.4196   -8165.2150  0.3298 
   00036    0.4116   -8157.8196  0.3226 
   00037    0.4388   -8163.0642  0.3186 
   00038    0.4164   -8180.2954  0.3216 
   00039    0.4120   -8174.9271  0.3274 
   00040    0.4200   -8194.6776  0.3262 
   00041    0.4084   -8199.9980  0.3273 
   00042    0.4076   -8191.1583  0.3238 
   00043    0.4292   -8145.5141  0.3314 
   00044    0.4096   -8138.7627  0.3355 
   00045    0.4412   -8142.1460  0.3327 
   00046    0.4092   -8168.9519  0.3356 
   00047    0.4224   -8168.1811  0.3435 
   00048    0.4328   -8193.1156  0.3345 
   00049    0.4196   -8201.8900  0.3341 
   00050    0.4344   -8261.6553  0.3372 
