#=====================================================
# File created:        Wed-08-Nov-2023-at-09-29-25AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.445024
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2486.9441  0.2526 
   00001    0.6748   -3653.8703  0.2613 
   00002    0.6336   -4484.9000  0.2644 
   00003    0.5764   -5051.2139  0.2795 
   00004    0.5532   -5448.6496  0.2811 
   00005    0.5428   -5779.5037  0.2728 
   00006    0.5348   -6060.7587  0.2753 
   00007    0.5280   -6247.8230  0.2758 
   00008    0.5060   -6492.1543  0.2804 
   00009    0.4848   -6689.3490  0.2859 
   00010    0.4944   -6895.6528  0.2892 
   00011    0.4768   -6992.6711  0.2827 
   00012    0.4712   -7079.4568  0.2796 
   00013    0.4680   -7223.6115  0.2798 
   00014    0.4612   -7222.9991  0.2851 
   00015    0.4488   -7270.5392  0.2890 
   00016    0.4576   -7363.8698  0.2986 
   00017    0.4516   -7413.1707  0.3032 
   00018    0.4408   -7496.2398  0.3048 
   00019    0.4420   -7521.3348  0.3115 
   00020    0.4352   -7559.7774  0.3183 
   00021    0.4400   -7570.6357  0.3160 
   00022    0.4552   -7689.3204  0.3211 
   00023    0.4456   -7702.8402  0.3219 
   00024    0.4484   -7760.4119  0.3289 
   00025    0.4496   -7761.7106  0.3308 
   00026    0.4272   -7808.8375  0.3378 
   00027    0.4424   -7801.2455  0.3383 
   00028    0.4560   -7847.6038  0.3421 
   00029    0.4444   -7842.7781  0.3379 
   00030    0.4464   -7902.3353  0.3442 
   00031    0.4392   -7946.7643  0.3473 
   00032    0.4392   -7934.4174  0.3451 
   00033    0.4480   -7953.9659  0.3543 
   00034    0.4284   -7971.4987  0.3574 
   00035    0.4428   -8006.8265  0.3627 
   00036    0.4328   -8052.0361  0.3572 
   00037    0.4340   -8066.7629  0.3574 
   00038    0.4328   -8084.4223  0.3575 
   00039    0.4236   -8050.0251  0.3630 
   00040    0.4248   -8067.7194  0.3592 
   00041    0.4300   -8074.4007  0.3613 
   00042    0.4316   -8120.8123  0.3596 
   00043    0.4364   -8160.9739  0.3589 
   00044    0.4232   -8146.7467  0.3587 
   00045    0.4308   -8186.6339  0.3648 
   00046    0.4144   -8151.9276  0.3642 
   00047    0.4344   -8170.0664  0.3631 
   00048    0.4056   -8150.4471  0.3511 
   00049    0.4372   -8179.7413  0.3566 
   00050    0.4376   -8110.6967  0.3585 
