#=====================================================
# File created:        Wed-08-Nov-2023-at-10-12-17AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.839937
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -10144.6494  0.2581 
   00001    0.0000  -14171.6325  0.2538 
   00002    0.0000  -16871.7069  0.2619 
   00003    0.0000  -18988.4629  0.2691 
   00004    0.0000  -20665.4658  0.2729 
   00005    0.0000  -22022.8556  0.2708 
   00006    0.0000  -23031.4864  0.2733 
   00007    0.0000  -24088.1411  0.2728 
   00008    0.0000  -24899.1655  0.2790 
   00009    0.0000  -25497.9960  0.2816 
   00010    0.0000  -26083.1574  0.2844 
   00011    0.0000  -26652.8647  0.2847 
   00012    0.0000  -27139.0409  0.2843 
   00013    0.0000  -27434.0668  0.2853 
   00014    0.0000  -27755.4722  0.2861 
   00015    0.0000  -28131.4267  0.2877 
   00016    0.0000  -28456.5960  0.2942 
   00017    0.0000  -28703.4386  0.2928 
   00018    0.0000  -28960.9367  0.2962 
   00019    0.0000  -29186.3617  0.2996 
   00020    0.0000  -29273.9375  0.3008 
   00021    0.0000  -29352.1448  0.3040 
   00022    0.0000  -29599.4737  0.2981 
   00023    0.0000  -29808.2413  0.3055 
   00024    0.0000  -30029.4981  0.3101 
   00025    0.0000  -30160.9812  0.3107 
   00026    0.0000  -30215.8023  0.3133 
   00027    0.0000  -30292.0463  0.3156 
   00028    0.0000  -30465.7211  0.3144 
   00029    0.0000  -30525.3600  0.3131 
   00030    0.0000  -30569.2434  0.3106 
   00031    0.0000  -30625.9428  0.3127 
   00032    0.0000  -30765.3611  0.3156 
   00033    0.0000  -30898.8747  0.3156 
   00034    0.0000  -30968.2567  0.3144 
   00035    0.0000  -31082.7977  0.3116 
   00036    0.0000  -31219.0197  0.3122 
   00037    0.0000  -31249.0035  0.3160 
   00038    0.0000  -31235.3696  0.3150 
   00039    0.0000  -31323.3852  0.3126 
   00040    0.0000  -31322.4495  0.3152 
   00041    0.0000  -31365.7462  0.3162 
   00042    0.0000  -31312.2641  0.3138 
   00043    0.0000  -31416.8296  0.3154 
   00044    0.0000  -31462.1088  0.3169 
   00045    0.0000  -31544.9649  0.3190 
   00046    0.0000  -31659.8725  0.3250 
   00047    0.0000  -31766.3778  0.3280 
   00048    0.0000  -31788.6620  0.3273 
   00049    0.0000  -31779.0621  0.3254 
   00050    0.0000  -31867.6009  0.3274 
