#=====================================================
# File created:        Wed-08-Nov-2023-at-10-12-27AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.811113
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9928.5821  0.2574 
   00001    0.0000  -13883.0745  0.2602 
   00002    0.0000  -16731.1992  0.2648 
   00003    0.0000  -18719.5850  0.2667 
   00004    0.0000  -20203.4669  0.2643 
   00005    0.0000  -21451.5907  0.2615 
   00006    0.0000  -22502.4234  0.2639 
   00007    0.0000  -23520.7767  0.2657 
   00008    0.0000  -24420.3809  0.2669 
   00009    0.0000  -25093.5914  0.2679 
   00010    0.0000  -25746.8515  0.2636 
   00011    0.0000  -26320.6436  0.2653 
   00012    0.0000  -26777.7980  0.2642 
   00013    0.0000  -27269.9212  0.2644 
   00014    0.0000  -27663.6853  0.2659 
   00015    0.0000  -28029.1503  0.2655 
   00016    0.0000  -28260.0737  0.2648 
   00017    0.0000  -28433.7054  0.2641 
   00018    0.0000  -28665.4028  0.2624 
   00019    0.0000  -28884.5896  0.2605 
   00020    0.0000  -29131.3267  0.2622 
   00021    0.0000  -29402.4098  0.2630 
   00022    0.0000  -29475.0047  0.2612 
   00023    0.0000  -29587.5200  0.2610 
   00024    0.0000  -29666.1758  0.2586 
   00025    0.0000  -29834.4229  0.2565 
   00026    0.0000  -29983.8610  0.2544 
   00027    0.0000  -30148.2742  0.2520 
   00028    0.0000  -30285.0162  0.2520 
   00029    0.0000  -30346.0041  0.2540 
   00030    0.0000  -30518.9766  0.2571 
   00031    0.0000  -30676.1398  0.2623 
   00032    0.0000  -30771.9311  0.2587 
   00033    0.0000  -30789.1716  0.2626 
   00034    0.0000  -30745.4615  0.2659 
   00035    0.0000  -30841.1275  0.2668 
   00036    0.0000  -30945.5536  0.2677 
   00037    0.0000  -31076.0284  0.2687 
   00038    0.0000  -31083.0968  0.2680 
   00039    0.0000  -31132.9359  0.2706 
   00040    0.0000  -31196.9645  0.2762 
   00041    0.0000  -31186.7887  0.2760 
   00042    0.0000  -31241.1407  0.2766 
   00043    0.0000  -31455.1025  0.2785 
   00044    0.0000  -31566.2548  0.2772 
   00045    0.0000  -31583.2718  0.2833 
   00046    0.0000  -31490.2100  0.2818 
   00047    0.0000  -31528.7406  0.2790 
   00048    0.0000  -31571.1235  0.2805 
   00049    0.0000  -31482.8360  0.2808 
   00050    0.0000  -31585.5515  0.2807 
