#=====================================================
# File created:        Wed-18-Oct-2023-at-07-55-47PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.350817
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2525.2090  0.2562 
   00001    0.6716   -3729.1905  0.2587 
   00002    0.6276   -4468.2142  0.2615 
   00003    0.5892   -4962.2995  0.2540 
   00004    0.5604   -5328.2397  0.2579 
   00005    0.5548   -5672.4229  0.2657 
   00006    0.5172   -5980.6329  0.2672 
   00007    0.5100   -6142.4657  0.2797 
   00008    0.4932   -6407.9613  0.2792 
   00009    0.4804   -6582.9142  0.2870 
   00010    0.4796   -6684.8130  0.2810 
   00011    0.4712   -6807.5212  0.2849 
   00012    0.4828   -6888.7288  0.2854 
   00013    0.4656   -7038.1755  0.2851 
   00014    0.4584   -7100.8598  0.2893 
   00015    0.4688   -7186.3015  0.2909 
   00016    0.4676   -7316.9653  0.2963 
   00017    0.4560   -7423.1119  0.2996 
   00018    0.4644   -7500.8646  0.3002 
   00019    0.4508   -7577.8129  0.3022 
   00020    0.4512   -7580.1108  0.3050 
   00021    0.4556   -7670.0291  0.3061 
   00022    0.4392   -7673.4541  0.3047 
   00023    0.4328   -7719.9199  0.2993 
   00024    0.4320   -7799.2376  0.3019 
   00025    0.4528   -7817.9170  0.3087 
   00026    0.4276   -7854.5341  0.3144 
   00027    0.4352   -7842.4173  0.3115 
   00028    0.4468   -7840.5861  0.3150 
   00029    0.4352   -7882.4626  0.3134 
   00030    0.4296   -7859.2553  0.3132 
   00031    0.4456   -7870.0097  0.3143 
   00032    0.4324   -7874.2603  0.3170 
   00033    0.4348   -7935.3875  0.3218 
   00034    0.4376   -7941.4425  0.3308 
   00035    0.4304   -7968.6892  0.3370 
   00036    0.4272   -7986.0663  0.3361 
   00037    0.4368   -7979.6782  0.3401 
   00038    0.4480   -7998.7215  0.3367 
   00039    0.4400   -7982.1759  0.3376 
   00040    0.4244   -8018.8841  0.3375 
   00041    0.4232   -8049.6475  0.3362 
   00042    0.4464   -8045.3616  0.3350 
   00043    0.4312   -8005.1832  0.3325 
   00044    0.4116   -8043.1367  0.3349 
   00045    0.4292   -8029.5962  0.3334 
   00046    0.4232   -8044.3026  0.3360 
   00047    0.4244   -8016.9904  0.3397 
   00048    0.4372   -8048.6529  0.3475 
   00049    0.4168   -8037.8325  0.3545 
   00050    0.4196   -8061.0457  0.3563 
