#=====================================================
# File created:        Wed-08-Nov-2023-at-10-09-59AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.719088
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9823.0963  0.2509 
   00001    0.0000  -13958.7056  0.2574 
   00002    0.0000  -16818.2910  0.2596 
   00003    0.0000  -18871.4895  0.2550 
   00004    0.0000  -20622.0767  0.2560 
   00005    0.0000  -22047.5990  0.2537 
   00006    0.0000  -23185.2809  0.2535 
   00007    0.0000  -23992.6049  0.2541 
   00008    0.0000  -24863.0243  0.2522 
   00009    0.0000  -25497.2981  0.2530 
   00010    0.0000  -26109.3935  0.2523 
   00011    0.0000  -26657.2971  0.2592 
   00012    0.0000  -27182.6871  0.2618 
   00013    0.0000  -27604.8580  0.2658 
   00014    0.0000  -28030.0384  0.2662 
   00015    0.0000  -28461.7600  0.2660 
   00016    0.0000  -28641.0363  0.2652 
   00017    0.0000  -28853.2887  0.2608 
   00018    0.0000  -28990.8570  0.2631 
   00019    0.0000  -29283.7134  0.2651 
   00020    0.0000  -29559.3588  0.2640 
   00021    0.0000  -29667.5219  0.2636 
   00022    0.0000  -29787.4020  0.2667 
   00023    0.0000  -30003.2662  0.2675 
   00024    0.0000  -30084.6769  0.2689 
   00025    0.0000  -30232.4053  0.2712 
   00026    0.0000  -30267.7908  0.2739 
   00027    0.0000  -30362.5470  0.2717 
   00028    0.0000  -30448.7199  0.2704 
   00029    0.0000  -30583.0965  0.2658 
   00030    0.0000  -30647.7965  0.2676 
   00031    0.0000  -30672.7470  0.2689 
   00032    0.0000  -30844.9859  0.2688 
   00033    0.0000  -30878.5254  0.2732 
   00034    0.0000  -30869.8225  0.2762 
   00035    0.0000  -31053.8881  0.2761 
   00036    0.0000  -31142.1349  0.2746 
   00037    0.0000  -31176.7527  0.2744 
   00038    0.0000  -31204.2208  0.2764 
   00039    0.0000  -31153.6517  0.2784 
   00040    0.0000  -31179.9314  0.2800 
   00041    0.0000  -31260.6021  0.2803 
   00042    0.0000  -31380.3615  0.2797 
   00043    0.0000  -31416.5708  0.2781 
   00044    0.0000  -31483.7146  0.2771 
   00045    0.0000  -31534.6356  0.2771 
   00046    0.0000  -31599.2274  0.2778 
   00047    0.0000  -31667.1280  0.2733 
   00048    0.0000  -31540.2874  0.2772 
   00049    0.0000  -31674.6856  0.2754 
   00050    0.0000  -31709.3939  0.2722 
