#=====================================================
# File created:        Wed-08-Nov-2023-at-09-28-00AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.468740
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2421.7808  0.2675 
   00001    0.6656   -3640.0175  0.2515 
   00002    0.6096   -4474.8314  0.2604 
   00003    0.5936   -5023.5116  0.2706 
   00004    0.5644   -5459.3995  0.2806 
   00005    0.5412   -5878.5157  0.2904 
   00006    0.5032   -6117.6379  0.3018 
   00007    0.5116   -6341.9756  0.3101 
   00008    0.5004   -6571.8972  0.3096 
   00009    0.4824   -6682.5290  0.3003 
   00010    0.4832   -6822.7836  0.2973 
   00011    0.4736   -6981.5388  0.3047 
   00012    0.4628   -7080.2502  0.3051 
   00013    0.4716   -7211.6435  0.3071 
   00014    0.4804   -7327.9977  0.3121 
   00015    0.4380   -7385.5599  0.3157 
   00016    0.4436   -7405.5291  0.3111 
   00017    0.4420   -7486.5022  0.3100 
   00018    0.4456   -7574.0857  0.3099 
   00019    0.4500   -7629.3819  0.3058 
   00020    0.4532   -7665.6081  0.3039 
   00021    0.4536   -7664.4752  0.2938 
   00022    0.4416   -7711.7273  0.2901 
   00023    0.4556   -7709.7933  0.2965 
   00024    0.4416   -7739.1194  0.3001 
   00025    0.4492   -7830.4237  0.3035 
   00026    0.4208   -7794.1882  0.2975 
   00027    0.4456   -7847.0851  0.2976 
   00028    0.4276   -7838.5698  0.3028 
   00029    0.4536   -7870.3984  0.3082 
   00030    0.4328   -7909.1362  0.3114 
   00031    0.4408   -7862.1029  0.3131 
   00032    0.4476   -7905.7823  0.3097 
   00033    0.4452   -7921.8247  0.3133 
   00034    0.4340   -7936.5479  0.3176 
   00035    0.4388   -7956.3947  0.3177 
   00036    0.4236   -8002.1936  0.3205 
   00037    0.4444   -8012.3776  0.3192 
   00038    0.4384   -8025.9506  0.3205 
   00039    0.4300   -8083.5554  0.3285 
   00040    0.4244   -8110.3247  0.3298 
   00041    0.4164   -8112.0235  0.3308 
   00042    0.4068   -8089.6060  0.3283 
   00043    0.4348   -8086.5771  0.3268 
   00044    0.4276   -8087.6490  0.3272 
   00045    0.4176   -8145.4750  0.3306 
   00046    0.4176   -8149.1998  0.3284 
   00047    0.4248   -8162.0383  0.3315 
   00048    0.4244   -8182.1397  0.3335 
   00049    0.4256   -8156.0534  0.3371 
   00050    0.4372   -8154.5462  0.3379 
