#=====================================================
# File created:        Wed-08-Nov-2023-at-10-11-40AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.672977
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9682.3142  0.2610 
   00001    0.0000  -13522.2641  0.2613 
   00002    0.0000  -16319.8616  0.2680 
   00003    0.0000  -18478.4012  0.2698 
   00004    0.0000  -20362.8936  0.2785 
   00005    0.0000  -21820.6696  0.2793 
   00006    0.0000  -23024.4676  0.2827 
   00007    0.0000  -23962.0128  0.2854 
   00008    0.0000  -24850.4066  0.2841 
   00009    0.0000  -25507.9544  0.2839 
   00010    0.0000  -26133.0552  0.2873 
   00011    0.0000  -26693.2443  0.2865 
   00012    0.0000  -27083.7236  0.2886 
   00013    0.0000  -27627.9029  0.2895 
   00014    0.0000  -27885.8983  0.2881 
   00015    0.0000  -28240.0351  0.2837 
   00016    0.0000  -28543.6899  0.2840 
   00017    0.0000  -28810.7954  0.2843 
   00018    0.0000  -28898.6479  0.2820 
   00019    0.0000  -29094.8119  0.2831 
   00020    0.0000  -29240.2519  0.2874 
   00021    0.0000  -29516.8664  0.2879 
   00022    0.0000  -29771.0770  0.2895 
   00023    0.0000  -29990.4340  0.2880 
   00024    0.0000  -30007.1002  0.2872 
   00025    0.0000  -30157.0746  0.2876 
   00026    0.0000  -30259.9172  0.2918 
   00027    0.0000  -30430.0744  0.2915 
   00028    0.0000  -30556.8810  0.2897 
   00029    0.0000  -30642.1626  0.2891 
   00030    0.0000  -30610.1984  0.2865 
   00031    0.0000  -30600.9037  0.2863 
   00032    0.0000  -30762.9204  0.2894 
   00033    0.0000  -30699.7961  0.2928 
   00034    0.0000  -30735.7710  0.2905 
   00035    0.0000  -30872.2632  0.2883 
   00036    0.0000  -31047.9414  0.2888 
   00037    0.0000  -31118.8937  0.2854 
   00038    0.0000  -31152.4277  0.2879 
   00039    0.0000  -31187.0177  0.2874 
   00040    0.0000  -31153.8656  0.2847 
   00041    0.0000  -31211.0404  0.2810 
   00042    0.0000  -31289.1164  0.2825 
   00043    0.0000  -31316.6281  0.2825 
   00044    0.0000  -31282.6502  0.2845 
   00045    0.0000  -31242.5611  0.2845 
   00046    0.0000  -31332.9963  0.2839 
   00047    0.0000  -31435.1309  0.2852 
   00048    0.0000  -31479.9485  0.2884 
   00049    0.0000  -31471.0656  0.2846 
   00050    0.0000  -31545.1090  0.2843 
