#=====================================================
# File created:        Wed-08-Nov-2023-at-10-10-04AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.732264
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9894.0940  0.2625 
   00001    0.0000  -13726.5118  0.2639 
   00002    0.0000  -16536.4037  0.2629 
   00003    0.0000  -18736.0879  0.2591 
   00004    0.0000  -20386.9694  0.2634 
   00005    0.0000  -21779.7774  0.2630 
   00006    0.0000  -22829.4826  0.2661 
   00007    0.0000  -23784.1800  0.2638 
   00008    0.0000  -24633.0320  0.2655 
   00009    0.0000  -25343.9334  0.2694 
   00010    0.0000  -25862.7260  0.2682 
   00011    0.0000  -26430.3945  0.2676 
   00012    0.0000  -26902.3770  0.2710 
   00013    0.0000  -27302.9642  0.2726 
   00014    0.0000  -27675.2235  0.2769 
   00015    0.0000  -28042.5197  0.2774 
   00016    0.0000  -28424.5811  0.2812 
   00017    0.0000  -28756.0890  0.2776 
   00018    0.0000  -28956.3706  0.2789 
   00019    0.0000  -29082.9559  0.2783 
   00020    0.0000  -29247.4160  0.2824 
   00021    0.0000  -29610.6983  0.2851 
   00022    0.0000  -29873.3284  0.2861 
   00023    0.0000  -29995.1679  0.2863 
   00024    0.0000  -30063.6351  0.2837 
   00025    0.0000  -30207.9528  0.2856 
   00026    0.0000  -30319.4356  0.2847 
   00027    0.0000  -30348.9455  0.2798 
   00028    0.0000  -30484.9652  0.2831 
   00029    0.0000  -30565.2308  0.2891 
   00030    0.0000  -30625.5403  0.2853 
   00031    0.0000  -30837.7032  0.2867 
   00032    0.0000  -31023.0141  0.2899 
   00033    0.0000  -30962.9785  0.2895 
   00034    0.0000  -30983.2097  0.2891 
   00035    0.0000  -31050.5676  0.2874 
   00036    0.0000  -31212.8709  0.2862 
   00037    0.0000  -31188.7804  0.2822 
   00038    0.0000  -31281.9427  0.2839 
   00039    0.0000  -31441.4149  0.2863 
   00040    0.0000  -31484.6746  0.2861 
   00041    0.0000  -31541.1679  0.2865 
   00042    0.0000  -31581.7609  0.2920 
   00043    0.0000  -31611.5094  0.2923 
   00044    0.0000  -31646.8396  0.2922 
   00045    0.0000  -31712.4559  0.2918 
   00046    0.0000  -31794.3516  0.2889 
   00047    0.0000  -31914.7718  0.2932 
   00048    0.0000  -31930.9605  0.2947 
   00049    0.0000  -32001.7903  0.2960 
   00050    0.0000  -32034.1521  0.2931 
