#=====================================================
# File created:        Wed-08-Nov-2023-at-10-09-15AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.919393
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2518.9958  0.2540 
   00001    0.0000   -3599.2590  0.2672 
   00002    0.0000   -4296.8236  0.2673 
   00003    0.0000   -4838.9855  0.2696 
   00004    0.0000   -5153.5065  0.2664 
   00005    0.0000   -5440.6604  0.2786 
   00006    0.0000   -5648.1292  0.2795 
   00007    0.0000   -5863.0175  0.2786 
   00008    0.0000   -6080.4299  0.2819 
   00009    0.0000   -6253.5846  0.2903 
   00010    0.0000   -6460.6896  0.2953 
   00011    0.0000   -6541.0267  0.2870 
   00012    0.0000   -6621.7467  0.2918 
   00013    0.0000   -6734.3077  0.2869 
   00014    0.0000   -6809.6877  0.2729 
   00015    0.0000   -6857.5961  0.2810 
   00016    0.0000   -6960.2307  0.2817 
   00017    0.0000   -7049.5854  0.2817 
   00018    0.0000   -7095.8348  0.2886 
   00019    0.0000   -7105.4076  0.2891 
   00020    0.0000   -7143.6108  0.2880 
   00021    0.0000   -7164.9782  0.2920 
   00022    0.0000   -7208.4047  0.2879 
   00023    0.0000   -7252.1153  0.2886 
   00024    0.0000   -7251.7801  0.2863 
   00025    0.0000   -7298.6010  0.2814 
   00026    0.0000   -7304.6746  0.2725 
   00027    0.0000   -7345.7061  0.2709 
   00028    0.0000   -7451.1907  0.2773 
   00029    0.0000   -7471.7818  0.2799 
   00030    0.0000   -7535.7178  0.2848 
   00031    0.0000   -7514.7054  0.2860 
   00032    0.0000   -7546.3717  0.2857 
   00033    0.0000   -7616.6730  0.2865 
   00034    0.0000   -7659.8252  0.2888 
   00035    0.0000   -7689.1162  0.2889 
   00036    0.0000   -7683.9639  0.2899 
   00037    0.0000   -7690.9379  0.2821 
   00038    0.0000   -7735.8649  0.2850 
   00039    0.0000   -7764.4283  0.2885 
   00040    0.0000   -7735.4780  0.2896 
   00041    0.0000   -7705.2852  0.2923 
   00042    0.0000   -7699.5812  0.2913 
   00043    0.0000   -7730.9239  0.2895 
   00044    0.0000   -7743.7249  0.2861 
   00045    0.0000   -7711.3525  0.2944 
   00046    0.0000   -7747.3844  0.2932 
   00047    0.0000   -7761.1785  0.2952 
   00048    0.0000   -7778.8681  0.2981 
   00049    0.0000   -7809.0840  0.3029 
   00050    0.0000   -7766.2438  0.3036 
