#=====================================================
# File created:        Wed-08-Nov-2023-at-06-41-46AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        4.128890
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9925.1312  0.2522 
   00001    0.2204  -13778.4165  0.2591 
   00002    0.2228  -16575.9426  0.2626 
   00003    0.2275  -18758.6753  0.2595 
   00004    0.2200  -20464.7946  0.2642 
   00005    0.2210  -21871.1197  0.2667 
   00006    0.2253  -22808.7495  0.2704 
   00007    0.2172  -23738.4585  0.2725 
   00008    0.2186  -24465.2179  0.2743 
   00009    0.2179  -25186.6643  0.2754 
   00010    0.2158  -25967.5060  0.2806 
   00011    0.2085  -26473.0281  0.2856 
   00012    0.2146  -26979.5078  0.2868 
   00013    0.2096  -27455.7386  0.2865 
   00014    0.2194  -27774.9601  0.2904 
   00015    0.2145  -28116.6148  0.2921 
   00016    0.2166  -28306.0853  0.2921 
   00017    0.2051  -28583.1489  0.2915 
   00018    0.2110  -28842.9418  0.2928 
   00019    0.2141  -29056.6270  0.2929 
   00020    0.2063  -29321.5223  0.2991 
   00021    0.2095  -29536.3264  0.2986 
   00022    0.2091  -29702.4504  0.2969 
   00023    0.2120  -29891.2231  0.2995 
   00024    0.2081  -30015.7553  0.3008 
   00025    0.2029  -30221.1122  0.3047 
   00026    0.2000  -30315.3875  0.3075 
   00027    0.2023  -30518.6426  0.3077 
   00028    0.2076  -30628.7075  0.3083 
   00029    0.2075  -30710.9298  0.3135 
   00030    0.2083  -30930.1665  0.3144 
   00031    0.2042  -30917.5207  0.3185 
   00032    0.2010  -31084.0840  0.3182 
   00033    0.2095  -31129.5804  0.3212 
   00034    0.2048  -31090.8346  0.3264 
   00035    0.1989  -31209.9053  0.3254 
   00036    0.2037  -31293.1775  0.3324 
   00037    0.2021  -31401.9749  0.3342 
   00038    0.2026  -31454.6616  0.3344 
   00039    0.1992  -31551.9832  0.3353 
   00040    0.2063  -31550.8329  0.3365 
   00041    0.1992  -31843.8907  0.3380 
   00042    0.2038  -31827.5881  0.3385 
   00043    0.2006  -31931.9111  0.3367 
   00044    0.2001  -31895.9042  0.3398 
   00045    0.2039  -31890.2089  0.3409 
   00046    0.2095  -31837.8646  0.3403 
   00047    0.2084  -31926.0491  0.3393 
   00048    0.2080  -31956.7767  0.3413 
   00049    0.2047  -32008.9360  0.3417 
   00050    0.2023  -31970.2325  0.3440 
