#=====================================================
# File created:        Wed-08-Nov-2023-at-10-10-25AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.680110
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9894.8759  0.2529 
   00001    0.0000  -13898.1021  0.2538 
   00002    0.0000  -16793.6791  0.2548 
   00003    0.0000  -18851.7711  0.2589 
   00004    0.0000  -20388.4175  0.2592 
   00005    0.0000  -21807.3145  0.2625 
   00006    0.0000  -22914.8815  0.2671 
   00007    0.0000  -23887.8151  0.2718 
   00008    0.0000  -24718.8746  0.2777 
   00009    0.0000  -25370.4548  0.2778 
   00010    0.0000  -26039.0233  0.2809 
   00011    0.0000  -26573.1242  0.2773 
   00012    0.0000  -27172.0207  0.2735 
   00013    0.0000  -27509.3706  0.2724 
   00014    0.0000  -27917.2733  0.2746 
   00015    0.0000  -28188.3907  0.2750 
   00016    0.0000  -28494.9766  0.2737 
   00017    0.0000  -28687.6042  0.2762 
   00018    0.0000  -28915.2296  0.2749 
   00019    0.0000  -29042.8920  0.2760 
   00020    0.0000  -29321.5848  0.2739 
   00021    0.0000  -29561.8178  0.2745 
   00022    0.0000  -29817.0797  0.2755 
   00023    0.0000  -29989.4359  0.2780 
   00024    0.0000  -30094.1339  0.2818 
   00025    0.0000  -30224.7534  0.2818 
   00026    0.0000  -30307.8730  0.2777 
   00027    0.0000  -30357.8800  0.2814 
   00028    0.0000  -30416.1161  0.2809 
   00029    0.0000  -30491.2023  0.2827 
   00030    0.0000  -30544.0014  0.2825 
   00031    0.0000  -30596.7617  0.2799 
   00032    0.0000  -30672.0121  0.2795 
   00033    0.0000  -30816.3247  0.2812 
   00034    0.0000  -30828.1328  0.2808 
   00035    0.0000  -30977.9094  0.2826 
   00036    0.0000  -31028.4299  0.2835 
   00037    0.0000  -31052.5647  0.2842 
   00038    0.0000  -31088.1747  0.2895 
   00039    0.0000  -31120.3353  0.2883 
   00040    0.0000  -31136.8740  0.2875 
   00041    0.0000  -31296.8869  0.2887 
   00042    0.0000  -31317.2618  0.2861 
   00043    0.0000  -31416.6640  0.2872 
   00044    0.0000  -31461.9548  0.2879 
   00045    0.0000  -31474.7668  0.2900 
   00046    0.0000  -31488.8495  0.2934 
   00047    0.0000  -31635.5879  0.2900 
   00048    0.0000  -31632.3156  0.2871 
   00049    0.0000  -31697.8384  0.2850 
   00050    0.0000  -31754.3770  0.2849 
