#=====================================================
# File created:        Wed-08-Nov-2023-at-10-12-32AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.788186
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -10202.9475  0.2544 
   00001    0.0000  -14005.7891  0.2634 
   00002    0.0000  -16810.8994  0.2709 
   00003    0.0000  -18958.6851  0.2704 
   00004    0.0000  -20480.2460  0.2753 
   00005    0.0000  -21900.6807  0.2784 
   00006    0.0000  -23084.9122  0.2808 
   00007    0.0000  -24138.2899  0.2837 
   00008    0.0000  -24882.3262  0.2845 
   00009    0.0000  -25435.5350  0.2876 
   00010    0.0000  -25977.3048  0.2903 
   00011    0.0000  -26574.8599  0.2918 
   00012    0.0000  -27080.0401  0.2919 
   00013    0.0000  -27410.5344  0.2882 
   00014    0.0000  -27839.9962  0.2903 
   00015    0.0000  -28186.9956  0.2909 
   00016    0.0000  -28483.8441  0.2906 
   00017    0.0000  -28766.4297  0.2864 
   00018    0.0000  -29025.4681  0.2863 
   00019    0.0000  -29266.2749  0.2864 
   00020    0.0000  -29514.9909  0.2932 
   00021    0.0000  -29753.6193  0.2922 
   00022    0.0000  -29958.4877  0.2953 
   00023    0.0000  -30069.1245  0.2964 
   00024    0.0000  -30152.7193  0.2989 
   00025    0.0000  -30280.7633  0.2990 
   00026    0.0000  -30442.8412  0.2999 
   00027    0.0000  -30585.4619  0.3014 
   00028    0.0000  -30647.3296  0.3025 
   00029    0.0000  -30834.0321  0.3007 
   00030    0.0000  -30820.8729  0.3035 
   00031    0.0000  -30957.5141  0.3023 
   00032    0.0000  -31140.1926  0.3060 
   00033    0.0000  -31178.7634  0.3076 
   00034    0.0000  -31164.1460  0.3082 
   00035    0.0000  -31275.1781  0.3105 
   00036    0.0000  -31304.8721  0.3107 
   00037    0.0000  -31275.7024  0.3133 
   00038    0.0000  -31440.3844  0.3162 
   00039    0.0000  -31529.5303  0.3174 
   00040    0.0000  -31656.1245  0.3179 
   00041    0.0000  -31662.2054  0.3158 
   00042    0.0000  -31725.8539  0.3169 
   00043    0.0000  -31828.7540  0.3223 
   00044    0.0000  -31884.5583  0.3223 
   00045    0.0000  -31833.6608  0.3238 
   00046    0.0000  -31898.9808  0.3209 
   00047    0.0000  -31943.7505  0.3204 
   00048    0.0000  -31960.2763  0.3188 
   00049    0.0000  -32038.5755  0.3188 
   00050    0.0000  -32091.8770  0.3222 
