#=====================================================
# File created:        Wed-08-Nov-2023-at-10-12-08AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.720512
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9908.0161  0.2551 
   00001    0.0000  -13628.4160  0.2598 
   00002    0.0000  -16481.1047  0.2681 
   00003    0.0000  -18459.1486  0.2761 
   00004    0.0000  -20146.2781  0.2750 
   00005    0.0000  -21649.2795  0.2763 
   00006    0.0000  -22747.7776  0.2814 
   00007    0.0000  -23643.3983  0.2805 
   00008    0.0000  -24561.6224  0.2824 
   00009    0.0000  -25106.0275  0.2905 
   00010    0.0000  -25710.1966  0.2909 
   00011    0.0000  -26292.5257  0.2936 
   00012    0.0000  -26751.3715  0.2952 
   00013    0.0000  -27110.9769  0.2995 
   00014    0.0000  -27480.9840  0.2998 
   00015    0.0000  -27773.8989  0.3029 
   00016    0.0000  -28074.8627  0.3001 
   00017    0.0000  -28338.7175  0.2968 
   00018    0.0000  -28576.4991  0.2969 
   00019    0.0000  -28679.7427  0.2998 
   00020    0.0000  -28914.0173  0.2991 
   00021    0.0000  -29146.9784  0.3038 
   00022    0.0000  -29402.5623  0.3021 
   00023    0.0000  -29612.8222  0.3052 
   00024    0.0000  -29795.7324  0.3058 
   00025    0.0000  -29905.6372  0.3088 
   00026    0.0000  -30042.3847  0.3119 
   00027    0.0000  -30129.9695  0.3121 
   00028    0.0000  -30176.2865  0.3103 
   00029    0.0000  -30219.8622  0.3117 
   00030    0.0000  -30287.9580  0.3112 
   00031    0.0000  -30358.1343  0.3170 
   00032    0.0000  -30461.8724  0.3159 
   00033    0.0000  -30621.3599  0.3176 
   00034    0.0000  -30703.9161  0.3200 
   00035    0.0000  -30828.7971  0.3200 
   00036    0.0000  -30873.4586  0.3208 
   00037    0.0000  -30991.8565  0.3204 
   00038    0.0000  -31056.6298  0.3207 
   00039    0.0000  -31176.0489  0.3261 
   00040    0.0000  -31271.4543  0.3261 
   00041    0.0000  -31248.9664  0.3270 
   00042    0.0000  -31387.5644  0.3268 
   00043    0.0000  -31410.2749  0.3262 
   00044    0.0000  -31360.0400  0.3318 
   00045    0.0000  -31363.1099  0.3291 
   00046    0.0000  -31423.5545  0.3326 
   00047    0.0000  -31459.6592  0.3347 
   00048    0.0000  -31480.8254  0.3364 
   00049    0.0000  -31536.0507  0.3349 
   00050    0.0000  -31530.9865  0.3387 
