#=====================================================
# File created:        Wed-01-Nov-2023-at-10-11-57AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        5.526893
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2468.0719  0.2656 
   00001    0.6896   -3605.4051  0.2652 
   00002    0.6144   -4488.2560  0.2538 
   00003    0.5884   -5077.5867  0.2592 
   00004    0.5500   -5591.0869  0.2602 
   00005    0.5152   -5972.0764  0.2551 
   00006    0.5068   -6277.3282  0.2661 
   00007    0.4868   -6466.6114  0.2631 
   00008    0.4756   -6655.6610  0.2737 
   00009    0.4872   -6799.7330  0.2794 
   00010    0.4772   -6953.6098  0.2825 
   00011    0.4608   -7011.0912  0.2836 
   00012    0.4612   -7055.9142  0.2824 
   00013    0.4928   -7050.5771  0.2802 
   00014    0.4736   -7143.5001  0.2737 
   00015    0.4636   -7265.2487  0.2712 
   00016    0.4604   -7391.3190  0.2755 
   00017    0.4544   -7420.6363  0.2747 
   00018    0.4564   -7496.6529  0.2729 
   00019    0.4472   -7454.3820  0.2714 
   00020    0.4620   -7549.0209  0.2798 
   00021    0.4456   -7596.8335  0.2773 
   00022    0.4504   -7634.9633  0.2818 
   00023    0.4356   -7653.8296  0.2798 
   00024    0.4400   -7637.9034  0.2864 
   00025    0.4224   -7695.8531  0.2916 
   00026    0.4256   -7729.7564  0.3019 
   00027    0.4404   -7757.2817  0.3015 
   00028    0.4232   -7803.5037  0.3024 
   00029    0.4300   -7820.5588  0.3041 
   00030    0.4284   -7801.0613  0.2985 
   00031    0.4424   -7836.7464  0.2981 
   00032    0.4376   -7825.4318  0.2887 
   00033    0.4424   -7840.7703  0.2886 
   00034    0.4260   -7865.8686  0.2881 
   00035    0.4460   -7857.0113  0.2917 
   00036    0.4352   -7847.4608  0.2911 
   00037    0.4600   -7891.8298  0.2888 
   00038    0.4476   -7885.7980  0.2934 
   00039    0.4472   -7909.5488  0.2965 
   00040    0.4328   -7996.3983  0.2972 
   00041    0.4336   -8025.6794  0.2991 
   00042    0.4284   -8014.6513  0.3036 
   00043    0.4240   -8033.4515  0.2995 
   00044    0.4300   -8016.0779  0.3061 
   00045    0.4236   -8015.5982  0.3014 
   00046    0.4412   -7981.5186  0.3085 
   00047    0.4320   -8000.7488  0.3058 
   00048    0.4312   -8004.3781  0.3100 
   00049    0.4408   -8033.5839  0.3129 
   00050    0.4256   -8120.9900  0.3189 
