#=====================================================
# File created:        Wed-08-Nov-2023-at-04-03-03AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        15.266763
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9762.2794  0.2565 
   00001    0.2275  -13619.0263  0.2605 
   00002    0.2228  -16448.9492  0.2597 
   00003    0.2287  -18494.3608  0.2638 
   00004    0.2207  -20268.6455  0.2657 
   00005    0.2201  -21631.2652  0.2670 
   00006    0.2230  -22623.3356  0.2706 
   00007    0.2197  -23611.1970  0.2680 
   00008    0.2224  -24328.3898  0.2771 
   00009    0.2200  -25179.8650  0.2769 
   00010    0.2155  -25784.4391  0.2776 
   00011    0.2130  -26390.1916  0.2746 
   00012    0.2152  -26839.4315  0.2774 
   00013    0.2182  -27178.9368  0.2792 
   00014    0.2100  -27670.0086  0.2820 
   00015    0.2091  -28052.6776  0.2823 
   00016    0.2132  -28282.0449  0.2861 
   00017    0.2168  -28487.8379  0.2843 
   00018    0.2083  -28744.7957  0.2857 
   00019    0.2151  -28973.7738  0.2908 
   00020    0.2100  -29211.2294  0.2889 
   00021    0.2091  -29323.3153  0.2889 
   00022    0.2123  -29495.8226  0.2898 
   00023    0.2066  -29685.0910  0.2901 
   00024    0.2176  -29698.4275  0.2921 
   00025    0.2074  -29825.7910  0.2936 
   00026    0.2090  -29993.4426  0.2956 
   00027    0.2079  -29980.1920  0.2918 
   00028    0.2086  -30170.7728  0.2932 
   00029    0.2081  -30269.6149  0.2977 
   00030    0.2149  -30331.8056  0.2986 
   00031    0.2105  -30378.8429  0.3001 
   00032    0.2066  -30492.5600  0.3019 
   00033    0.2109  -30592.0017  0.3026 
   00034    0.2085  -30646.3188  0.3005 
   00035    0.2012  -30840.8543  0.3039 
   00036    0.2044  -30914.0809  0.3067 
   00037    0.2112  -31009.2584  0.3061 
   00038    0.2050  -31114.0943  0.3055 
   00039    0.2048  -31284.7673  0.3072 
   00040    0.2071  -31222.0953  0.3107 
   00041    0.2066  -31354.0449  0.3117 
   00042    0.2059  -31384.9849  0.3099 
   00043    0.2010  -31453.4735  0.3111 
   00044    0.2056  -31463.0345  0.3074 
   00045    0.2047  -31497.4873  0.3082 
   00046    0.2045  -31472.6828  0.3099 
   00047    0.1986  -31649.4397  0.3116 
   00048    0.2083  -31629.9940  0.3134 
   00049    0.2047  -31699.9550  0.3150 
   00050    0.1963  -31887.1479  0.3136 
